customer_id,customer_name,age,gender,city,subscription,discount_applied,item_purchased,category,purchase_amount,payment_method,purchase_date,age_group,purchase_month,purchase_day,purchase_year,discount_flag,revenue_segment
1419,Ali,19,Female,Delhi,No,Yes,Face Wash,Beauty,4689,Net Banking,2025-02-12,18-25,February,Wednesday,2025,1,low
1420,Anjali,29,Female,Lucknow,Yes,No,Face Wash,Beauty,7606,Cash,2025-04-26,26-35,April,Saturday,2025,0,low
1421,Sara,24,Male,Delhi,No,No,Rice,Groceries,38576,Card,2025-10-17,18-25,October,Friday,2025,0,high
1422,Aman,29,Female,Noida,Yes,No,Face Wash,Beauty,16108,Upi,2025-07-03,26-35,July,Thursday,2025,0,medium
1423,Vikas,54,Male,Noida,No,Yes,Shampoo,Beauty,45355,Net Banking,2025-06-28,46-60,June,Saturday,2025,1,high
1424,Karan,21,Female,Noida,No,No,Tea,Groceries,35630,Cash,2025-10-08,18-25,October,Wednesday,2025,0,high
1425,Priya,51,Female,Lucknow,No,No,Mouse,Electronics,16363,Net Banking,2025-04-23,46-60,April,Wednesday,2025,0,medium
1426,Zoya,23,Female,Delhi,Yes,No,Rice,Groceries,11916,Cash,2025-10-09,18-25,October,Thursday,2025,0,medium
1427,Neha,33,Female,Delhi,No,No,Cricket Bat,Sports,6360,Cash,2025-01-18,26-35,January,Saturday,2025,0,low
1428,Rohan,52,Male,Meerut,No,No,Mouse,Electronics,56355,Card,2025-11-23,46-60,November,Sunday,2025,0,premium
1429,Sara,57,Male,Delhi,No,No,Football,Sports,64773,Net Banking,2025-04-04,46-60,April,Friday,2025,0,premium
1430,Farhan,32,Male,Gurugram,Yes,No,Rice,Groceries,26490,Cash,2025-04-12,26-35,April,Saturday,2025,0,medium
1431,Ali,28,Male,Lucknow,Yes,Yes,Shampoo,Beauty,53432,Card,2025-07-07,26-35,July,Monday,2025,1,premium
1432,Priya,30,Male,Noida,No,No,Cricket Bat,Sports,63733,Cash,2025-01-11,26-35,January,Saturday,2025,0,premium
1433,Rahul,26,Male,Noida,Yes,No,T-Shirt,Fashion,8718,Upi,2025-05-23,26-35,May,Friday,2025,0,low
1434,Zoya,28,Male,Lucknow,Yes,No,Face Wash,Beauty,57338,Card,2025-09-21,26-35,September,Sunday,2025,0,premium
1435,Anjali,45,Male,Delhi,No,No,Rice,Groceries,7505,Card,2025-11-11,36-45,November,Tuesday,2025,0,low
1436,Vikas,25,Male,Gurugram,Yes,Yes,Keyboard,Electronics,23810,Card,2025-11-12,18-25,November,Wednesday,2025,1,medium
1437,Anjali,28,Male,Lucknow,Yes,Yes,Cricket Bat,Sports,58924,Card,2025-03-16,26-35,March,Sunday,2025,1,premium
1438,Rohan,49,Female,Delhi,Yes,Yes,Milk,Groceries,1527,Net Banking,2025-05-25,46-60,May,Sunday,2025,1,low
1439,Priya,56,Male,Delhi,Yes,No,Milk,Groceries,42009,Upi,2025-04-17,46-60,April,Thursday,2025,0,high
1440,Anjali,22,Female,Noida,No,No,Rice,Groceries,30053,Net Banking,2025-02-26,18-25,February,Wednesday,2025,0,high
1441,Aman,55,Female,Lucknow,No,Yes,Cricket Bat,Sports,25866,Cash,2025-07-21,46-60,July,Monday,2025,1,medium
1442,Rahul,56,Male,Delhi,Yes,Yes,Watch,Fashion,65314,Upi,2025-09-19,46-60,September,Friday,2025,1,premium
1443,Karan,48,Male,Gurugram,No,No,Face Wash,Beauty,21445,Card,2025-02-15,46-60,February,Saturday,2025,0,medium
1444,Aman,48,Male,Lucknow,No,Yes,Cricket Bat,Sports,68323,Cash,2025-05-07,46-60,May,Wednesday,2025,1,premium
1445,Sara,53,Female,Noida,Yes,Yes,Tea,Groceries,3771,Upi,2025-02-25,46-60,February,Tuesday,2025,1,low
1446,Vikas,42,Male,Noida,Yes,Yes,Cricket Bat,Sports,58260,Cash,2025-09-16,36-45,September,Tuesday,2025,1,premium
1447,Neha,43,Male,Noida,No,No,Shampoo,Beauty,64643,Cash,2025-04-17,36-45,April,Thursday,2025,0,premium
1448,Sara,20,Female,Noida,Yes,Yes,Tea,Groceries,28487,Card,2025-04-30,18-25,April,Wednesday,2025,1,medium
1449,Zoya,25,Male,Meerut,Yes,No,Rice,Groceries,46598,Card,2025-09-18,18-25,September,Thursday,2025,0,high
1450,Karan,25,Male,Gurugram,No,No,Face Wash,Beauty,53900,Card,2025-05-09,18-25,May,Friday,2025,0,premium
1451,Rohan,22,Female,Delhi,No,Yes,Milk,Groceries,62043,Upi,2025-11-27,18-25,November,Thursday,2025,1,premium
1452,Neha,23,Male,Noida,Yes,Yes,Shoes,Fashion,965,Net Banking,2025-05-03,18-25,May,Saturday,2025,1,low
1453,Sara,19,Male,Meerut,No,No,Cricket Bat,Sports,59135,Card,2025-09-10,18-25,September,Wednesday,2025,0,premium
1454,Anjali,22,Male,Delhi,No,Yes,Tea,Groceries,33554,Cash,2025-12-14,18-25,December,Sunday,2025,1,high
1455,Priya,32,Male,Delhi,Yes,No,Laptop,Electronics,373,Upi,2025-03-31,26-35,March,Monday,2025,0,low
1456,Anjali,42,Male,Delhi,No,No,Mouse,Electronics,18676,Cash,2025-02-02,36-45,February,Sunday,2025,0,medium
1457,Ali,39,Male,Gurugram,Yes,No,Shoes,Fashion,69326,Upi,2025-11-27,36-45,November,Thursday,2025,0,premium
1458,Anjali,46,Male,Noida,Yes,Yes,T-Shirt,Fashion,54853,Card,2025-01-22,46-60,January,Wednesday,2025,1,premium
1459,Sara,52,Female,Gurugram,Yes,No,Rice,Groceries,11654,Card,2025-05-06,46-60,May,Tuesday,2025,0,medium
1460,Sara,41,Male,Meerut,Yes,No,Watch,Fashion,920,Net Banking,2025-04-04,36-45,April,Friday,2025,0,low
1461,Aman,20,Male,Delhi,No,No,Rice,Groceries,58775,Upi,2025-12-30,18-25,December,Tuesday,2025,0,premium
1462,Zoya,49,Female,Lucknow,No,No,Face Wash,Beauty,59711,Net Banking,2025-02-05,46-60,February,Wednesday,2025,0,premium
1463,Anjali,21,Male,Noida,No,No,Football,Sports,56529,Card,2025-10-05,18-25,October,Sunday,2025,0,premium
1464,Karan,29,Female,Meerut,Yes,No,Keyboard,Electronics,46812,Net Banking,2025-10-18,26-35,October,Saturday,2025,0,high
1465,Karan,57,Male,Delhi,No,No,Tea,Groceries,54276,Card,2025-07-26,46-60,July,Saturday,2025,0,premium
1466,Vikas,53,Male,Noida,No,Yes,T-Shirt,Fashion,5046,Card,2025-06-30,46-60,June,Monday,2025,1,low
1467,Anjali,49,Female,Meerut,Yes,No,Keyboard,Electronics,29609,Cash,2025-11-18,46-60,November,Tuesday,2025,0,medium
1468,Ali,58,Female,Gurugram,Yes,Yes,Cricket Bat,Sports,29329,Net Banking,2025-11-01,46-60,November,Saturday,2025,1,medium
1469,Anjali,54,Male,Gurugram,No,No,Shoes,Fashion,60547,Net Banking,2025-06-13,46-60,June,Friday,2025,0,premium
1470,Rahul,39,Female,Lucknow,Yes,No,Watch,Fashion,44745,Net Banking,2025-03-11,36-45,March,Tuesday,2025,0,high
1471,Rahul,41,Female,Delhi,No,No,Football,Sports,60350,Cash,2025-11-08,36-45,November,Saturday,2025,0,premium
1472,Priya,33,Female,Noida,No,No,Rice,Groceries,34358,Cash,2025-11-06,26-35,November,Thursday,2025,0,high
1473,Anjali,32,Female,Noida,Yes,No,Tea,Groceries,5029,Upi,2025-06-14,26-35,June,Saturday,2025,0,low
1474,Sara,44,Male,Delhi,No,Yes,Mouse,Electronics,31149,Net Banking,2025-06-28,36-45,June,Saturday,2025,1,high
1475,Aman,42,Female,Gurugram,No,No,Mobile,Electronics,6942,Net Banking,2025-08-27,36-45,August,Wednesday,2025,0,low
1476,Aman,60,Female,Gurugram,Yes,No,Watch,Fashion,44015,Upi,2025-01-19,46-60,January,Sunday,2025,0,high
1477,Farhan,59,Male,Noida,No,Yes,Mouse,Electronics,66417,Upi,2025-07-01,46-60,July,Tuesday,2025,1,premium
1478,Sara,48,Female,Noida,Yes,No,Mouse,Electronics,45114,Upi,2025-06-25,46-60,June,Wednesday,2025,0,high
1479,Ali,20,Male,Gurugram,Yes,Yes,Mouse,Electronics,52317,Upi,2025-04-11,18-25,April,Friday,2025,1,premium
1480,Aman,18,Female,Gurugram,Yes,No,Cricket Bat,Sports,58924,Net Banking,2025-02-13,18-25,February,Thursday,2025,0,premium
1481,Neha,38,Female,Lucknow,Yes,Yes,Mouse,Electronics,40300,Card,2025-05-14,36-45,May,Wednesday,2025,1,high
1482,Aman,21,Male,Noida,No,Yes,Mobile,Electronics,8012,Upi,2025-05-13,18-25,May,Tuesday,2025,1,low
1483,Sara,57,Female,Lucknow,Yes,No,Football,Sports,69713,Net Banking,2025-06-24,46-60,June,Tuesday,2025,0,premium
1484,Farhan,31,Male,Meerut,No,No,Watch,Fashion,36181,Card,2025-11-14,26-35,November,Friday,2025,0,high
1485,Priya,45,Male,Gurugram,No,No,Face Wash,Beauty,24096,Card,2025-09-04,36-45,September,Thursday,2025,0,medium
1486,Rahul,56,Female,Noida,No,No,Cricket Bat,Sports,47568,Cash,2025-06-11,46-60,June,Wednesday,2025,0,high
1487,Ali,45,Female,Lucknow,Yes,Yes,Football,Sports,29953,Card,2025-03-20,36-45,March,Thursday,2025,1,medium
1488,Neha,36,Male,Gurugram,No,Yes,Shampoo,Beauty,25294,Cash,2025-11-30,36-45,November,Sunday,2025,1,medium
1489,Karan,44,Female,Lucknow,Yes,Yes,T-Shirt,Fashion,1944,Card,2025-03-06,36-45,March,Thursday,2025,1,low
1490,Farhan,27,Male,Lucknow,Yes,Yes,Football,Sports,68741,Net Banking,2025-05-09,26-35,May,Friday,2025,1,premium
1491,Ali,38,Female,Meerut,No,No,Watch,Fashion,18080,Cash,2025-08-30,36-45,August,Saturday,2025,0,medium
1492,Zoya,54,Female,Meerut,No,Yes,Watch,Fashion,29126,Upi,2025-04-07,46-60,April,Monday,2025,1,medium
1493,Vikas,29,Female,Gurugram,No,No,Keyboard,Electronics,27343,Upi,2025-05-14,26-35,May,Wednesday,2025,0,medium
1494,Rohan,59,Male,Lucknow,Yes,Yes,T-Shirt,Fashion,17584,Cash,2025-03-08,46-60,March,Saturday,2025,1,medium
1495,Priya,35,Female,Gurugram,No,No,Milk,Groceries,11068,Net Banking,2025-02-01,26-35,February,Saturday,2025,0,medium
1496,Farhan,38,Male,Delhi,No,No,T-Shirt,Fashion,69235,Cash,2025-10-15,36-45,October,Wednesday,2025,0,premium
1497,Anjali,20,Male,Noida,Yes,No,Face Wash,Beauty,50877,Cash,2025-07-11,18-25,July,Friday,2025,0,premium
1498,Neha,23,Male,Meerut,No,No,Shampoo,Beauty,69474,Card,2025-01-09,18-25,January,Thursday,2025,0,premium
1499,Sara,45,Female,Noida,Yes,No,Football,Sports,48971,Card,2025-12-15,36-45,December,Monday,2025,0,high
1500,Karan,43,Female,Gurugram,No,No,Rice,Groceries,25568,Cash,2025-10-20,36-45,October,Monday,2025,0,medium
